Date,Open,High,Close,Low,Trades,Change,Company
7/2/2025,213.88,217.675,206.7696,215.92,25413033,-3.324481017,BA
6/26/2025,197.825,214.81,197.47,214.55,38204155,-0.1794515354,BA
6/19/2025,200.57,205.3099,196.8,198.75,34610321,-1.879643017,BA
6/12/2025,211.23,218.8,195.28,200.32,69688194,-7.551010747,BA
6/5/2025,210.98,215.8,207.9,210.8,32217231,-1.459854015,BA
5/29/2025,204.28,212.28,200.215,207.32,35170526,-1.989915802,BA
5/22/2025,203,208.62,198.75,202.36,27122138,-2.093596059,BA
5/15/2025,198.16,209.66,193.06,205.82,57803159,-2.573677836,BA
10/30/2025,527.05,596.21,521.43,577.26,17767276,-1.066312494,CAT
10/23/2025,529.56,534.2,510.21,522.73,13591022,-3.653976886,CAT
10/16/2025,502.15,544.9899,495.45,527.08,17803290,-1.334262671,CAT
10/9/2025,500.42,511.5,483.545,491.3,15727535,-3.372167379,CAT
10/2/2025,468.08,504.48,467.46,497.85,13817980,-0.1324559904,CAT
9/25/2025,467.31,485.3375,459.575,465.76,15121858,-1.655218164,CAT
9/18/2025,433.83,472.12,430.61,466.54,18535769,-0.7422262176,CAT
9/11/2025,422.65,435.79,416.44,431.52,10888781,-1.46930084,CAT
9/4/2025,413.91,424.8999,410.515,423.08,7276414,-0.8202266193,CAT
8/28/2025,435,436.8993,414.37,419.04,11947068,-4.742528736,CAT
8/21/2025,407,437.84,405.46,435.67,17078429,-0.3783783784,CAT
8/14/2025,416.98,419.24,406.8,407.79,17368934,-2.441364094,CAT
8/7/2025,430.86,439.74,409.96,416.52,18246855,-4.850763589,CAT
7/31/2025,431.25,441.15,421.29,428.69,16251230,-2.309565217,CAT
7/24/2025,417.22,434.87,409.84,433.75,12003767,-1.768850966,CAT
7/17/2025,404,419.9,402.226,413.71,12878813,-0.4391089109,CAT
7/10/2025,398.06,412,388.09,405.92,13574122,-2.504647541,CAT
7/2/2025,386.31,402.42,384.25,397.86,9637046,-0.5332504983,CAT
6/26/2025,359.92,387.49,357.733,384.71,15537536,-0.60763503,CAT
6/19/2025,361,364.6099,356.96,360.52,11408700,-1.119113573,CAT
6/12/2025,355.22,364.29,353.925,357.05,9775230,-0.3645628061,CAT
6/5/2025,346.47,357.44,339.5,353.35,10145257,-2.011718186,CAT
5/29/2025,349.95,353.34,346.615,348.03,11321952,-0.9529932848,CAT
5/22/2025,349.7,352.96,336.2409,343.39,10748746,-3.848756077,CAT
5/15/2025,343.11,355.33,339.73,353.58,14919135,-0.9851068171,CAT
10/30/2025,257.08,261.82,249.04,260.41,33928325,-3.12743115,CRM
10/23/2025,245,267.125,244.3,254.83,44289424,-0.2857142857,CRM
10/16/2025,242.89,256.74,235.9,243.08,61510487,-2.877845938,CRM
10/9/2025,239.33,250.47,235.41,241.68,45347615,-1.63790582,CRM
10/2/2025,244.72,245.82,233.51,240.36,43720255,-4.580745342,CRM
9/25/2025,245.28,251.36,239.485,243.43,35020798,-2.362606001,CRM
9/18/2025,243.25,247.29,237.24,247.09,47306655,-2.470709147,CRM
9/11/2025,250.8,255.34,241.25,242.76,50199061,-3.807814992,CRM
9/4/2025,254.82,258,234.62,250.76,68668008,-7.927164273,CRM
8/28/2025,249.37,257.64,242.85,256.25,36151350,-2.614588764,CRM
8/21/2025,239.77,249.53,239.49,248.29,37987526,-0.1167785795,CRM
8/14/2025,238.92,244.5,226.48,242.44,54620022,-5.20676377,CRM
8/7/2025,251,253.5,236.9724,240.51,35821308,-5.588685259,CRM
7/31/2025,269.5,274,250.13,250.74,28586074,-7.187384045,CRM
7/24/2025,263.62,271.0988,261.6375,269.11,27229374,-0.7520294363,CRM
7/17/2025,258.6,262.98,254.52,262.38,29603479,-1.577726218,CRM
7/10/2025,271.51,276.8,257.26,258.07,33581929,-5.248425472,CRM
7/2/2025,274.46,276.38,265.65,272.15,25945764,-3.209939518,CRM
6/26/2025,260.64,274.17,258.75,273.42,53521424,-0.7251381215,CRM
6/19/2025,260.39,270.5,257.47,260.63,36774258,-1.121394831,CRM
6/12/2025,272.85,274.2,258,258.4,34319513,-5.442550852,CRM
6/5/2025,263.11,274.9,259.14,274.51,40578605,-1.508874615,CRM
5/29/2025,273.165,278.81,254.5,265.37,64180135,-6.832866582,CRM
5/22/2025,288.1,289.9,271.65,273.13,31033823,-5.709822978,CRM
5/15/2025,285,296.05,283.23,291.15,29056945,-0.6210526316,CRM
10/30/2025,155.795,159.18,153.24,157.72,37402676,-1.639975609,CVX
10/23/2025,153.43,158.5883,153.18,155.56,32808962,-0.1629407547,CVX
10/16/2025,150,154.2071,149.43,153.08,31235286,-0.38,CVX
10/9/2025,153.965,154.97,148.89,148.9,29911767,-3.296203683,CVX
10/2/2025,159.125,159.125,152.23,153.55,37650886,-4.333071485,CVX
9/25/2025,155.62,161.3,155.15,160.16,32036844,-0.3020177355,CVX
9/18/2025,157.375,160.67,155.55,156.21,41756484,-1.159650516,CVX
9/11/2025,153.91,159.78,152.875,157.11,36635698,-0.6724709246,CVX
9/4/2025,160.48,161.86,153.4899,153.66,35708517,-4.355745264,CVX
8/28/2025,157.9,161.1,156.55,160.6,38220243,-0.8549715009,CVX
8/21/2025,156.13,158.79,151.855,158.18,41435994,-2.738102863,CVX
8/14/2025,155.34,158.54,152.985,156.55,38351585,-1.516029355,CVX
8/7/2025,151.25,155.75,149.82,155.01,39405101,-0.9454545455,CVX
7/31/2025,155.4,157.21,150.355,151.4,45336704,-3.246460746,CVX
7/24/2025,151.2,156.2,148.48,154.84,80918045,-1.798941799,CVX
7/17/2025,154.9,155.91,146.53,150.04,80118330,-5.40348612,CVX
7/10/2025,147.4,155.89,145.58,155.31,49770921,-1.234735414,CVX
7/2/2025,143.045,148.98,142.4,148.37,28890461,-0.4509070572,CVX
6/26/2025,152.1222,152.15,142.5101,143.79,45334280,-6.318670122,CVX
6/19/2025,145.73,150.17,143.74,149.55,54983151,-1.36553901,CVX
6/12/2025,140.55,147.6,139.685,145.91,47405068,-0.6154393454,CVX
6/5/2025,138.49,140.63,136.4304,140.21,39727607,-1.48718319,CVX
5/29/2025,137.38,138.79,135.21,136.7,35640223,-1.579560344,CVX
5/22/2025,139.47,139.52,133.77,136.54,39194229,-4.086900409,CVX
5/15/2025,142.45,143.71,139.51,142.1,38764103,-2.063882064,CVX
11/3/2025,341,341.21,334.25,340.3,11458104,-1.979472141,V
10/30/2025,349,350.98,338.17,340.74,34920676,-3.103151862,V
10/23/2025,341.9,349.65,338.94,347.38,24655113,-0.8657502194,V
10/16/2025,343.72,350.075,334.17,341.89,26048864,-2.778424299,V
10/9/2025,350.01,355,343.25,343.65,24438724,-1.931373389,V
10/2/2025,337.38,353.1599,335.55,349.84,34161864,-0.5424150809,V
9/25/2025,339.01,345.255,334.51,337.37,35990144,-1.327394472,V
9/18/2025,340.61,346.2,333.47,341.61,36859751,-2.0962391,V
9/11/2025,342.34,346.32,336.44,339.43,24591529,-1.723432845,V
9/4/2025,349.31,352.63,340.2,343.22,18744747,-2.607998626,V
8/28/2025,349.61,353.425,347.445,351.78,28086836,-0.6192614628,V
8/21/2025,343.84,351.2,339.72,350.04,25338219,-1.198231736,V
8/14/2025,336.73,348.36,334.51,344.47,28264377,-0.6592819173,V
8/7/2025,341.695,344.38,328.7,336.78,35445890,-3.803099255,V
7/31/2025,356.38,358.32,338.1,339.35,40753366,-5.129356305,V
7/24/2025,349.06,357.65,348.4,357.04,24019514,-0.1890792414,V
7/17/2025,347.39,351.97,345.01,349.05,25710300,-0.6851089554,V
7/10/2025,358.92,359.66,344.3925,347.93,33103685,-4.047559345,V
7/2/2025,349.35,359,349.06,358.86,22567760,-0.08301130671,V
6/26/2025,337.5,354.56,335.63,348.61,39992960,-0.5540740741,V
6/19/2025,356.49,360.22,334.92,338.57,47135008,-6.050660608,V
6/12/2025,369.79,375.51,345,352.85,33728108,-6.703804862,V
6/5/2025,362.77,371,359.96,370.22,25162858,-0.7745954737,V
5/29/2025,355.41,367.04,354.48,365.19,22933172,-0.261669621,V
5/22/2025,363.02,369.1499,352.22,353.54,26771451,-2.975042697,V
11/3/2025,68.8,68.89,67.66,68.66,28404135,-1.656976744,KO
10/30/2025,69.78,70.9,67.9001,68.9,77814568,-2.694038406,KO
10/23/2025,68.425,71.615,67.92,69.71,99408646,-0.7380343442,KO
10/16/2025,66.23,68.495,66,68.44,70378303,-0.347274649,KO
10/9/2025,66.49,67.395,65.84,67.04,70965201,-0.9775906151,KO
10/2/2025,65.67,66.985,65.3538,66.65,70111023,-0.4814984011,KO
9/25/2025,66.16,66.92,65.5,65.67,75347403,-0.9975816203,KO
9/18/2025,66.68,67.13,66.045,66.43,100830148,-0.9523095381,KO
9/11/2025,67.855,68.165,66.935,67.01,85675333,-1.355832289,KO
9/4/2025,68.96,69.46,67.37,67.96,98876479,-2.305684455,KO
8/28/2025,70.11,70.23,68.28,68.99,73972498,-2.610183997,KO
8/21/2025,69.98,71.705,69.05,70.13,67327975,-1.328951129,KO
8/14/2025,70.3,71.06,69.39,69.92,55434418,-1.294452347,KO
8/7/2025,68.715,70.871,68.31,70.34,58501346,-0.5893909627,KO
7/31/2025,68.74,69.42,67.74,68.86,73641280,-1.454757056,KO
7/24/2025,70.195,70.62,68.6,69.17,86267786,-2.272241613,KO
7/17/2025,69.8,70.7,68.79,69.85,75193953,-1.446991404,KO
7/10/2025,71.37,71.37,68.97,69.87,95336031,-3.362757461,KO
7/2/2025,70.125,72.45,70.09,71.35,59648938,-0.04991087344,KO
6/26/2025,69.14,70.56,68.97,70.33,87504012,-0.2458779288,KO
6/19/2025,71.2,71.62,68.78,68.84,87569919,-3.398876404,KO
6/12/2025,71.35,72.685,70.73,71.02,67538894,-0.8689558514,KO
6/5/2025,72.025,72.04,70.475,71.35,66968050,-2.152030545,KO
5/29/2025,71.74,72.47,70.46,72.1,57690640,-1.784220797,KO
5/22/2025,72.03,72.17,70.685,71.77,61438940,-1.867277523,KO
11/3/2025,340.97,346.5,336.79,342.98,4607763,-1.225914303,SHW
10/30/2025,335.7,368.615,333.17,344.94,13715032,-0.7536490915,SHW
10/23/2025,332.18,340.91,328.98,334,11849395,-0.9633331326,SHW
10/16/2025,331.86,337.04,328.27,330.74,11454557,-1.081781474,SHW
10/9/2025,346.235,346.235,330.7905,332.81,9728805,-4.460698658,SHW
10/2/2025,342.54,349.68,339.17,346.6,7141401,-0.9838267064,SHW
9/25/2025,345.61,348.9,338.9922,341.91,6324729,-1.91481728,SHW
9/18/2025,360.06,360.1,345.99,346.8,10615494,-3.907682053,SHW
9/11/2025,372.38,375.59,354.59,360.1,9460799,-4.777377947,SHW
9/4/2025,361.47,376.58,359.24,372.43,8976773,-0.6169253327,SHW
8/28/2025,370.23,371.87,364.08,365.83,6517346,-1.661129568,SHW
8/21/2025,364.11,379.65,358.26,372.93,9733720,-1.606657329,SHW
8/14/2025,353.16,371.76,350.5,364.4,12474789,-0.7531996829,SHW
8/7/2025,343.48,354.97,342.56,352.16,8883947,-0.2678467451,SHW
7/31/2025,338.03,345,327.54,343.41,10804045,-3.103274857,SHW
7/24/2025,343.43,347.1,328.1,340.1,12482784,-4.463791748,SHW
7/17/2025,344.28,346.76,335.34,340.07,7129528,-2.596723597,SHW
7/10/2025,352.96,356.27,343.98,345.93,7904006,-2.544197643,SHW
7/2/2025,345.21,359.38,341,354,6549528,-1.219547522,SHW
6/26/2025,333.42,349.45,331.71,345.72,7892009,-0.5128666547,SHW
6/19/2025,337.49,340.24,329.1401,333.5,7458973,-2.474117752,SHW
6/12/2025,358.03,362.67,335.12,335.88,6420314,-6.39890512,SHW
6/5/2025,355.8,363.9,351.185,357.48,8274423,-1.29707701,SHW
5/29/2025,357.42,360.08,352.4601,358.81,5288480,-1.387695149,SHW
5/22/2025,359.2,362.93,348.085,352.51,7429700,-3.094376392,SHW
11/3/2025,74.61,74.838,71.98,72.32,44078412,-3.524996649,CSCO
10/30/2025,70.54,73.48,70.43,73.11,96013916,-0.1559398923,CSCO
10/23/2025,70.12,71.2375,69.85,70.63,70603801,-0.3850541928,CSCO
10/16/2025,68.55,70.77,66.8131,70.13,76028105,-2.53377097,CSCO
10/9/2025,68.435,70.8093,67.81,67.94,114863121,-0.9132753708,CSCO
10/2/2025,67.715,69.49,67.44,67.92,77209348,-0.4061138596,CSCO
9/25/2025,67.86,68.235,66.85,67.22,97498878,-1.488358385,CSCO
9/18/2025,66.505,68.92,66.345,68.21,120976039,-0.2405834148,CSCO
9/11/2025,66.72,68.57,66.13,66.53,76466842,-0.8842925659,CSCO
9/4/2025,68.105,68.41,66.48,66.9,68378758,-2.386021584,CSCO
8/28/2025,67.28,69.5758,67.11,69.09,84118005,-0.2526753864,CSCO
8/21/2025,66.08,68.04,65.75,67.32,83883635,-0.4993946731,CSCO
8/14/2025,72.3,72.55,65.86,66.2,169143363,-8.907330567,CSCO
8/7/2025,67.765,72.02,67.445,71.79,109836424,-0.4722201727,CSCO
7/31/2025,67.75,69.145,66.52,67.11,91517561,-1.815498155,CSCO
7/24/2025,67.902,68.8293,67.79,68.69,67367662,-0.1649435952,CSCO
7/17/2025,67.83,68.84,66.98,68.05,82097189,-1.253132832,CSCO
7/10/2025,69.08,69.39,67.685,67.95,98639142,-2.0193978,CSCO
7/2/2025,68.835,69.78,68.1797,69.37,89129391,-0.9519866347,CSCO
6/26/2025,66.345,69.215,66.21,68.65,125967033,-0.2034817997,CSCO
6/19/2025,65.19,66.65,64.85,66.32,108888793,-0.5215523853,CSCO
6/12/2025,66.115,66.36,63.865,64.09,81142977,-3.403161159,CSCO
6/5/2025,62.725,66.16,62.71,66.06,83746123,-0.02391390992,CSCO
5/29/2025,63.76,63.99,62.3,63.04,71057497,-2.289836888,CSCO
5/22/2025,63.43,64.13,62.53,63.11,78126807,-1.418886962,CSCO
11/3/2025,270.42,271.486,266.25,270.04,99469429,-1.542045707,AAPL
10/30/2025,264.88,277.32,264.6501,270.37,293563310,-0.08679401993,AAPL
10/23/2025,255.885,265.29,255.43,262.82,253202889,-0.1778142525,AAPL
10/16/2025,249.38,253.38,244.7,252.29,196438474,-1.876654102,AAPL
10/9/2025,257.99,259.07,244,245.27,213437899,-5.422690802,AAPL
10/2/2025,254.56,259.24,253.01,258.02,218331739,-0.6088937775,AAPL
9/25/2025,248.3,257.6,248.12,255.46,309374646,-0.07249295207,AAPL
9/18/2025,237,246.3,235.03,245.5,360619530,-0.8312236287,AAPL
9/11/2025,239.3,240.15,225.95,234.07,304787017,-5.578771417,AAPL
9/4/2025,229.25,241.32,226.97,239.69,212557180,-0.9945474373,AAPL
8/28/2025,226.48,233.41,224.69,232.14,194310890,-0.7903567644,AAPL
8/21/2025,231.7,233.12,223.7804,227.76,192241677,-3.41804057,AAPL
8/14/2025,227.92,235.12,224.76,231.59,295311911,-1.386451386,AAPL
8/7/2025,204.505,231,201.675,229.35,431826281,-1.383829246,AAPL
7/31/2025,214.03,214.845,201.5,202.38,319915158,-5.854319488,AAPL
7/24/2025,212.1,215.78,211.63,213.88,231062208,-0.2215935879,AAPL
7/17/2025,209.925,212.4,207.54,211.18,225669714,-1.136120043,AAPL
7/10/2025,212.68,216.23,207.22,211.16,226036726,-2.567237164,AAPL
7/2/2025,202.01,214.65,199.2607,213.55,273599330,-1.360972229,AAPL
6/26/2025,201.625,203.67,198.96,201.08,273391727,-1.321760694,AAPL
6/19/2025,197.3,201.7,195.07,201,224085074,-1.13025849,AAPL
6/12/2025,204.39,206,195.7,196.45,283877006,-4.251675718,AAPL
6/5/2025,200.28,206.24,200.12,203.92,227237774,-0.07988815658,AAPL
5/29/2025,198.3,203.81,196.78,200.85,223926033,-0.7665153807,AAPL
5/22/2025,207.91,209.48,193.46,195.27,273024261,-6.950122649,AAPL
11/3/2025,298.43,301,292.12,296.7,6165863,-2.114398686,AMGN
10/30/2025,291.21,298.88,288,298.43,11582386,-1.102297311,AMGN
10/23/2025,299.48,303.85,290.66,291.76,7719223,-2.945104848,AMGN
10/16/2025,291.745,302.265,289.4414,298.81,9991169,-0.789593652,AMGN
10/9/2025,297.62,297.625,289.58,290.13,10431982,-2.701431355,AMGN
10/2/2025,273.095,301.66,270.67,297.89,14755477,-0.8879693879,AMGN
9/25/2025,284.13,287.26,269.77,272.98,12382320,-5.054024566,AMGN
9/18/2025,276.07,286.148,271.61,285.41,18527185,-1.615532293,AMGN
9/11/2025,281.05,282.9399,275.16,276.39,10714004,-2.095712507,AMGN
9/4/2025,287.49,288.74,278.7538,283.64,9449476,-3.038783958,AMGN
8/28/2025,292.61,294.6,284.87,287.71,8075523,-2.645159085,AMGN
8/21/2025,296.93,301.47,292.11,293.72,8814313,-1.623278214,AMGN
8/14/2025,289.74,296.99,282.6,296.47,9943142,-2.464278318,AMGN
8/7/2025,297.3,302.33,281.65,288.23,13948938,-5.264043054,AMGN
7/31/2025,305.815,306,292.59,296.88,9568802,-4.324509916,AMGN
7/24/2025,294.75,311.28,293.6,306.58,9311470,-0.3901611535,AMGN
7/17/2025,293.86,301,291.94,294.76,8369766,-0.6533723542,AMGN
7/10/2025,297.88,302.38,291.2514,295.27,9322511,-2.225258493,AMGN
7/2/2025,278.85,298.99,276.58,298.24,10272460,-0.8140577371,AMGN
6/26/2025,290.075,290.66,267.83,277.13,18085096,-7.668706369,AMGN
6/19/2025,296.31,298.77,286.6,289.33,13391289,-3.27697344,AMGN
6/12/2025,290.47,299.49,287.5391,295.22,10588356,-1.009019864,AMGN
6/5/2025,285.64,293.57,283.04,290.33,11572191,-0.9102366615,AMGN
5/29/2025,273.7,288.81,273.115,288.18,15022944,-0.213737669,AMGN
5/22/2025,272.58,276.9,269.1,271.66,11389964,-1.276689412,AMGN
11/3/2025,255.36,258.6,248.66,249.32,147544127,-2.623746867,AMZN
10/30/2025,227.66,250.5,222.75,244.22,405996917,-2.156724941,AMZN
10/23/2025,213.88,225.4,213.59,224.21,203910974,-0.1355900505,AMZN
10/16/2025,217.7,220.68,211.03,213.04,217786234,-3.063849334,AMZN
10/9/2025,221,228.25,216,216.37,240351172,-2.262443439,AMZN
10/2/2025,220.08,224.2,216.61,219.51,221486999,-1.576699382,AMZN
9/25/2025,230.56,230.565,216.47,219.78,260256158,-6.111207495,AMZN
9/18/2025,230.625,235.9,228.71,231.48,250137380,-0.8303523035,AMZN
9/11/2025,234.94,238.85,226.29,228.15,197870412,-3.681791096,AMZN
9/4/2025,223.52,236,221.83,232.33,161313170,-0.7560844667,AMZN
8/28/2025,227.35,232.71,226.02,229,129872302,-0.5850010996,AMZN
8/21/2025,230.225,231.91,220.5,228.84,161200021,-4.22412857,AMZN
8/14/2025,221.78,234.08,219.05,231.03,206604332,-1.23094959,AMZN
8/7/2025,217.4,226.22,211.42,222.69,257792302,-2.750689972,AMZN
7/31/2025,233.35,236.53,212.8,214.75,319625695,-8.80651382,AMZN
7/24/2025,225.835,236,225.65,231.44,177690471,-0.08191821463,AMZN
7/17/2025,225.07,227.27,222.18,226.13,179835455,-1.284044964,AMZN
7/10/2025,223,226.6799,218.43,225.02,201340145,-2.049327354,AMZN
7/2/2025,223.52,224.01,217.93,223.41,158671141,-2.500894775,AMZN
6/26/2025,209.79,223.3,207.3101,223.3,277144132,-1.182086849,AMZN
6/19/2025,212.31,217.96,208.2709,209.69,185081662,-1.902453959,AMZN
6/12/2025,214.75,218.4,209.62,212.1,165709554,-2.388824214,AMZN
6/5/2025,204.98,213.8699,202.68,213.57,183979775,-1.122060689,AMZN
5/29/2025,203.085,208.81,201.695,205.01,149821208,-0.6844424748,AMZN
5/22/2025,201.645,206.62,197.85,200.99,178578534,-1.882020382,AMZN
11/3/2025,519.805,524.96,507.84,514.33,43333405,-2.301824723,MSFT
10/30/2025,531.78,553.72,515.1,517.81,159773915,-3.136635451,MSFT
10/23/2025,514.61,525.345,513.04,523.61,78770410,-0.3050854045,MSFT
10/16/2025,516.41,517.19,506,513.58,79090522,-2.015840127,MSFT
10/9/2025,518.61,531.03,509.63,510.96,91844678,-1.731551648,MSFT
10/2/2025,511.5,521.6,508.88,517.35,96313547,-0.5122189638,MSFT
9/25/2025,515.59,517.74,505.04,511.46,85342202,-2.0461995,MSFT
9/18/2025,508.79,519.3,505.93,517.93,124060082,-0.5621179662,MSFT
9/11/2025,498.105,512.55,495.03,509.9,95299865,-0.6173397175,MSFT
9/4/2025,500.465,511.97,492.37,495,81627481,-1.617495729,MSFT
8/28/2025,506.63,511.09,498.51,506.69,108729343,-1.602747567,MSFT
8/21/2025,521.585,522.82,502.41,507.23,115732039,-3.676294372,MSFT
8/14/2025,522.3,532.7,519.08,520.17,103984799,-0.6165039249,MSFT
8/7/2025,528.27,538.25,517.5511,522.04,97486428,-2.029057111,MSFT
7/31/2025,514.08,555.45,509.435,524.11,137752650,-0.9035558668,MSFT
7/24/2025,506.705,518.29,500.7,513.71,79564733,-1.185107706,MSFT
7/17/2025,501.515,514.64,501.03,510.05,80853219,-0.09670697786,MSFT
7/10/2025,497.38,506.78,494.11,503.32,77445981,-0.6574450119,MSFT
7/2/2025,497.04,500.76,488.7,498.84,78618836,-1.677933366,MSFT
6/26/2025,478.21,499.3,472.51,495.94,120782782,-1.191944961,MSFT
6/19/2025,475.21,483.46,474.08,477.4,86142890,-0.2377896088,MSFT
6/12/2025,469.7,480.415,466.96,474.96,84010090,-0.5833510752,MSFT
6/5/2025,457.14,473.335,456.89,470.38,81973027,-0.0546878418,MSFT
5/29/2025,456.48,462.52,455.3105,460.36,86813240,-0.2561996144,MSFT
5/22/2025,450.875,460.25,448.91,450.18,90904344,-0.4358192404,MSFT
11/3/2025,208.08,211.335,197.93,198.69,369186605,-4.877931565,NVDA
10/30/2025,189.99,212.1899,188.4318,202.49,1118935069,-0.8201484289,NVDA
10/23/2025,183.13,187.47,176.76,186.26,657694826,-3.47840332,NVDA
10/16/2025,187.965,190.1099,177.29,183.22,926433143,-5.679248796,NVDA
10/9/2025,185.5,195.62,182.05,183.16,879706566,-1.859838275,NVDA
10/2/2025,180.425,191.05,180.32,187.62,878292105,-0.05819592629,NVDA
9/25/2025,175.3,184.55,173.125,178.19,945921134,-1.240730177,NVDA
9/18/2025,175.67,178.85,168.41,176.67,928588607,-4.132748904,NVDA
9/11/2025,167.55,180.28,166.7401,177.82,824239845,-0.4833780961,NVDA
9/4/2025,170,172.41,164.07,167.02,758742472,-3.488235294,NVDA
8/28/2025,178.35,184.47,173.145,174.18,1092265621,-2.918418839,NVDA
8/21/2025,180.6,182.9375,168.801,177.99,845210180,-6.533222591,NVDA
8/14/2025,182.05,184.48,178.0417,180.45,750080237,-2.201757759,NVDA
8/7/2025,175.16,183.88,174.52,182.7,717049539,-0.3653802238,NVDA
7/31/2025,174.02,183.3,170.89,173.72,894627672,-1.798643834,NVDA
7/24/2025,172.75,174.72,164.58,173.5,721624080,-4.729377713,NVDA
7/17/2025,165.37,174.25,162.02,172.41,833732148,-2.025760416,NVDA
7/10/2025,158.2,167.89,157.342,164.92,823265781,-0.5423514539,NVDA
7/2/2025,158.4,160.98,151.49,159.34,722664103,-4.362373737,NVDA
6/26/2025,142.5,158.71,142.03,157.75,1072401818,-0.3298245614,NVDA
6/19/2025,143.345,146.2,142.65,143.85,726691944,-0.4848442569,NVDA
6/12/2025,143.19,145,140.855,141.97,851875991,-1.630700468,NVDA
6/5/2025,135.49,144,135.4,141.72,976759630,-0.06642556646,NVDA
5/29/2025,134.15,143.49,132.92,135.13,1200760777,-0.916884085,NVDA
5/22/2025,132.39,137.4,129.16,131.29,1011442834,-2.439761311,NVDA
